Provider,Total_Inpatient_Claims,Total_Claim_Amt,Avg_Claim_Amt,Claim_Amt_Std,Total_Deductible_Amt,Patient_Risk_Profile,Avg_PartA_Coverage,Avg_Alzheimer_Risk,Avg_HeartFailure_Risk,Avg_KidneyDisease_Risk,Avg_Cancer_Risk,Avg_Annual_Reimbursement,PotentialFraud
PRV54384,2,37000,18500.0,20506.096654409877,2136.0,2.0,12.0,1.0,0.0,0.5,0.0,23580.0,No
PRV54388,6,30000,5000.0,1673.320053068151,6408.0,2.8333333333333335,12.0,0.6666666666666666,0.8333333333333334,0.8333333333333334,0.3333333333333333,6111.666666666667,Yes
PRV54390,38,337000,8868.421052631578,7433.201822326413,40584.0,2.789473684210526,12.0,0.631578947368421,0.8947368421052632,0.7105263157894737,0.3157894736842105,20244.736842105263,No
PRV54391,21,158000,7523.809523809524,6660.473313654576,21360.0,2.3333333333333335,12.0,0.42857142857142855,0.8095238095238095,0.5238095238095238,0.3333333333333333,15275.714285714286,Yes
PRV54393,5,27000,5400.0,3781.5340802378073,5340.0,2.8,12.0,0.8,0.8,0.8,0.2,8930.0,No
PRV54396,1,10000,10000.0,0.0,1068.0,3.0,12.0,1.0,1.0,1.0,0.0,10150.0,No
PRV54399,13,161000,12384.615384615385,8874.480844331698,13884.0,2.230769230769231,12.0,0.23076923076923078,0.7692307692307693,0.6923076923076923,0.3076923076923077,23369.23076923077,Yes
PRV54402,6,58000,9666.666666666666,7366.591251499343,6408.0,2.6666666666666665,12.0,0.5,0.8333333333333334,0.8333333333333334,0.0,10861.666666666666,No
PRV54404,2,6000,3000.0,4242.640687119285,2136.0,2.0,12.0,0.5,0.5,0.5,0.5,3200.0,No
PRV54408,2,10000,5000.0,1414.213562373095,2136.0,2.0,12.0,0.5,0.5,1.0,0.0,6500.0,No
PRV54409,5,32000,6400.0,4393.176527297759,5340.0,1.8,12.0,0.8,0.4,0.4,0.0,6408.0,No
PRV54411,1,2000,2000.0,0.0,1068.0,1.0,12.0,0.0,1.0,0.0,0.0,2000.0,No
PRV54414,1,13000,13000.0,0.0,1068.0,0.0,12.0,0.0,0.0,0.0,0.0,13000.0,No
PRV54425,4,73000,18250.0,11644.025649805712,4272.0,2.25,12.0,0.5,0.75,0.5,0.25,21900.0,No
PRV54426,9,96000,10666.666666666666,5454.3560573178565,9612.0,3.111111111111111,12.0,0.8888888888888888,0.8888888888888888,0.7777777777777778,0.2222222222222222,21826.666666666668,No
PRV54429,3,29000,9666.666666666666,4509.249752822894,2136.0,3.3333333333333335,12.0,0.3333333333333333,1.0,0.6666666666666666,0.6666666666666666,37400.0,No
PRV54434,2,17000,8500.0,4949.747468305833,2136.0,2.5,12.0,0.5,1.0,1.0,0.0,32000.0,No
PRV54460,5,47000,9400.0,4615.192303685731,5340.0,2.0,12.0,0.4,0.6,0.4,0.4,14942.0,No
PRV54461,12,152000,12666.666666666666,9754.563811443091,11748.0,2.0833333333333335,12.0,0.3333333333333333,0.5,0.6666666666666666,0.25,17076.666666666668,No
PRV54480,6,40000,6666.666666666667,3141.1250638372658,6408.0,2.5,12.0,1.0,0.6666666666666666,0.6666666666666666,0.0,11576.666666666666,No
PRV54497,5,51000,10200.0,3420.526275297414,4272.0,3.0,12.0,0.8,0.8,0.8,0.4,20250.0,No
PRV54498,1,12000,12000.0,0.0,1068.0,2.0,12.0,1.0,1.0,0.0,0.0,12000.0,No
PRV54499,1,11000,11000.0,0.0,1068.0,0.0,12.0,0.0,0.0,0.0,0.0,23000.0,No
PRV54500,2,25000,12500.0,4949.747468305833,2136.0,2.5,12.0,0.0,0.5,1.0,0.0,12735.0,No
PRV54501,3,40000,13333.333333333334,9451.631252505218,3204.0,0.6666666666666666,12.0,0.3333333333333333,0.3333333333333333,0.0,0.0,16070.0,No
PRV54502,3,55000,18333.333333333332,7234.178138070235,3204.0,2.3333333333333335,12.0,0.3333333333333333,1.0,0.6666666666666666,0.0,18333.333333333332,No
PRV54503,1,8000,8000.0,0.0,1068.0,1.0,12.0,0.0,1.0,0.0,0.0,8000.0,No
PRV54504,44,416400,9463.636363636364,9615.275901158067,46992.0,2.477272727272727,12.0,0.5,0.75,0.7045454545454546,0.22727272727272727,14492.954545454546,Yes
PRV54505,5,50000,10000.0,3807.886552931954,5340.0,3.4,12.0,1.0,1.0,1.0,0.0,23092.0,Yes
PRV54506,3,23000,7666.666666666667,2309.4010767585028,3204.0,3.0,12.0,0.6666666666666666,1.0,1.0,0.3333333333333333,16006.666666666666,No
PRV54507,39,340000,8717.948717948719,7240.052042371541,39516.0,2.076923076923077,11.692307692307692,0.6153846153846154,0.6410256410256411,0.46153846153846156,0.20512820512820512,15711.02564102564,No
PRV54514,48,556600,11595.833333333334,10831.513485989073,51264.0,1.75,11.75,0.4375,0.5833333333333334,0.4166666666666667,0.125,17758.958333333332,Yes
PRV54531,1,5000,5000.0,0.0,1068.0,3.0,12.0,1.0,1.0,1.0,0.0,5300.0,No
PRV54541,2,5000,2500.0,707.1067811865476,2136.0,0.0,12.0,0.0,0.0,0.0,0.0,2500.0,No
PRV54542,5,33000,6600.0,2302.1728866442677,5340.0,3.0,12.0,1.0,0.6,1.0,0.2,12220.0,No
PRV54543,3,39000,13000.0,4000.0,3204.0,1.6666666666666667,12.0,0.0,0.6666666666666666,1.0,0.0,20333.333333333332,Yes
PRV54555,6,51000,8500.0,5753.25994545701,6408.0,3.0,12.0,0.8333333333333334,1.0,0.5,0.16666666666666666,17103.333333333332,No
PRV54558,15,180000,12000.0,8289.408043659434,16020.0,2.4,12.0,0.6,0.6,0.6666666666666666,0.13333333333333333,22447.333333333332,No
PRV54559,24,245000,10208.333333333334,9864.20479470515,24564.0,2.375,12.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.041666666666666664,23323.333333333332,No
PRV54560,40,456000,11400.0,11081.97890316781,42720.0,1.95,12.0,0.525,0.725,0.575,0.0,20294.75,Yes
PRV54561,25,216300,8652.0,10092.617764154815,26700.0,2.84,12.0,0.64,0.88,0.64,0.12,18279.6,No
PRV54565,39,388000,9948.71794871795,9544.76631995588,40584.0,2.3846153846153846,12.0,0.41025641025641024,0.8205128205128205,0.6153846153846154,0.20512820512820512,23568.97435897436,No
PRV54566,40,684000,17100.0,24762.25415363534,41652.0,2.15,12.0,0.475,0.775,0.5,0.175,28845.25,Yes
PRV54567,6,108000,18000.0,13114.877048604001,6408.0,2.8333333333333335,12.0,0.6666666666666666,1.0,0.6666666666666666,0.0,22671.666666666668,No
PRV54568,5,44000,8800.0,2683.2815729997474,5340.0,2.8,12.0,0.6,0.8,0.6,0.2,21150.0,No
PRV54569,12,191000,15916.666666666666,16205.825738875137,12816.0,2.3333333333333335,12.0,0.3333333333333333,0.8333333333333334,0.6666666666666666,0.16666666666666666,27542.5,No
PRV54571,4,48000,12000.0,8286.535263104035,4272.0,3.0,12.0,0.75,0.75,1.0,0.25,47870.0,No
PRV54575,33,447000,13545.454545454546,18038.311501306925,33108.0,2.1515151515151514,12.0,0.45454545454545453,0.6666666666666666,0.5757575757575758,0.12121212121212122,26423.030303030304,No
PRV54576,14,113000,8071.428571428572,4514.323967009997,12816.0,2.642857142857143,12.0,0.5714285714285714,0.7142857142857143,0.7857142857142857,0.2857142857142857,27088.571428571428,No
PRV54577,45,490000,10888.888888888889,11209.213382145272,45924.0,2.3555555555555556,12.0,0.5777777777777777,0.7333333333333333,0.6666666666666666,0.2,20136.444444444445,No
PRV54590,1,16000,16000.0,0.0,1068.0,4.0,12.0,1.0,1.0,1.0,0.0,72800.0,No
PRV54611,1,4000,4000.0,0.0,1068.0,1.0,12.0,0.0,1.0,0.0,0.0,4000.0,No
PRV54616,2,23000,11500.0,9192.388155425118,2136.0,2.0,12.0,0.0,0.5,1.0,0.5,33120.0,No
PRV54620,7,73000,10428.57142857143,11073.348527841415,7476.0,3.0,12.0,0.42857142857142855,1.0,0.7142857142857143,0.42857142857142855,16357.142857142857,No
PRV54637,13,226000,17384.615384615383,19324.157858056242,12816.0,2.3076923076923075,12.0,0.6153846153846154,0.7692307692307693,0.5384615384615384,0.15384615384615385,29377.69230769231,No
PRV54638,6,82000,13666.666666666666,13677.2316887105,6408.0,2.1666666666666665,12.0,0.8333333333333334,0.6666666666666666,0.6666666666666666,0.0,25220.0,No
PRV54639,13,110000,8461.538461538461,10308.696851165561,12816.0,2.3076923076923075,12.0,0.5384615384615384,0.6923076923076923,0.6153846153846154,0.23076923076923078,19933.846153846152,No
PRV54640,7,72000,10285.714285714286,9759.000729485331,7476.0,2.4285714285714284,12.0,0.5714285714285714,0.7142857142857143,0.7142857142857143,0.14285714285714285,18342.85714285714,No
PRV54644,22,194000,8818.181818181818,11619.508897237742,23496.0,2.272727272727273,12.0,0.5909090909090909,0.7727272727272727,0.6363636363636364,0.045454545454545456,12191.363636363636,Yes
PRV54649,22,302000,13727.272727272728,14658.596756663266,22428.0,2.3181818181818183,12.0,0.5,0.8636363636363636,0.5,0.18181818181818182,20475.0,Yes
PRV54651,21,270000,12857.142857142857,10584.355031298386,21360.0,3.0,12.0,0.6666666666666666,0.8571428571428571,0.6666666666666666,0.2857142857142857,24595.714285714286,Yes
PRV54653,40,371000,9275.0,8038.329651721406,42720.0,2.125,12.0,0.475,0.6,0.575,0.2,22341.75,No
PRV54657,17,287000,16882.352941176472,25695.044154810224,18156.0,2.235294117647059,12.0,0.4117647058823529,0.7058823529411765,0.5882352941176471,0.29411764705882354,22977.647058823528,No
PRV54658,27,175000,6481.481481481482,3297.672493539022,26700.0,2.6666666666666665,11.555555555555555,0.5185185185185185,0.8518518518518519,0.7777777777777778,0.25925925925925924,15375.925925925925,No
PRV54661,3,84000,28000.0,34871.19154832539,3204.0,2.0,12.0,0.3333333333333333,1.0,0.6666666666666666,0.0,31340.0,No
PRV54662,3,17000,5666.666666666667,2081.6659994661327,3204.0,3.3333333333333335,12.0,1.0,1.0,0.6666666666666666,0.3333333333333333,12700.0,No
PRV54666,1,10000,10000.0,0.0,1068.0,2.0,12.0,0.0,1.0,1.0,0.0,10000.0,No
PRV54667,9,72600,8066.666666666667,4752.893855326457,8544.0,2.2222222222222223,12.0,0.1111111111111111,0.8888888888888888,0.6666666666666666,0.1111111111111111,15088.888888888889,No
PRV54668,1,3000,3000.0,0.0,1068.0,2.0,12.0,1.0,0.0,1.0,0.0,3000.0,No
PRV54673,1,6000,6000.0,0.0,0.0,2.0,12.0,0.0,1.0,1.0,0.0,8000.0,No
PRV54674,3,27000,9000.0,6244.9979983983985,3204.0,2.0,12.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.3333333333333333,11153.333333333334,No
PRV54675,37,422000,11405.405405405405,10610.42322817903,39516.0,2.3513513513513513,12.0,0.4864864864864865,0.8648648648648649,0.7027027027027027,0.16216216216216217,15778.378378378378,Yes
PRV54676,40,375200,9380.0,8110.651432940925,40584.0,2.575,12.0,0.65,0.725,0.775,0.15,18694.0,Yes
PRV54679,1,7000,7000.0,0.0,1068.0,1.0,12.0,0.0,0.0,1.0,0.0,7200.0,No
PRV54680,18,257000,14277.777777777777,13345.215293948242,19224.0,2.0555555555555554,12.0,0.3888888888888889,0.6666666666666666,0.6111111111111112,0.1111111111111111,22583.88888888889,Yes
PRV54682,6,33000,5500.0,3271.0854467592253,5340.0,2.3333333333333335,12.0,0.5,0.3333333333333333,0.8333333333333334,0.3333333333333333,14220.0,No
PRV54686,14,106000,7571.428571428572,3797.0491723945875,14952.0,2.5,12.0,0.6428571428571429,0.8571428571428571,0.5714285714285714,0.35714285714285715,11773.57142857143,No
PRV54688,11,143000,13000.0,22825.42442102665,11748.0,1.8181818181818181,12.0,0.36363636363636365,0.5454545454545454,0.5454545454545454,0.2727272727272727,14521.818181818182,Yes
PRV54691,7,84000,12000.0,13127.579111676812,6408.0,2.142857142857143,12.0,0.42857142857142855,0.5714285714285714,0.7142857142857143,0.14285714285714285,20885.714285714286,No
PRV54692,48,371000,7729.166666666667,8524.656562205077,51264.0,2.0625,12.0,0.5,0.6875,0.5,0.14583333333333334,12445.833333333334,Yes
PRV54693,2,15000,7500.0,4949.747468305833,2136.0,1.5,12.0,0.5,0.0,0.5,0.5,11600.0,No
PRV54696,6,118000,19666.666666666668,21001.587241603112,6408.0,1.5,12.0,0.16666666666666666,0.8333333333333334,0.16666666666666666,0.16666666666666666,24153.333333333332,No
PRV54697,1,10000,10000.0,0.0,1068.0,3.0,12.0,0.0,0.0,1.0,1.0,14000.0,No
PRV54705,20,164000,8200.0,5053.399064517185,20292.0,2.2,12.0,0.45,0.8,0.6,0.1,12741.0,No
PRV54718,29,302000,10413.793103448275,12508.617719051907,30972.0,2.5172413793103448,12.0,0.6896551724137931,0.7586206896551724,0.5862068965517241,0.20689655172413793,17701.724137931036,Yes
PRV54720,9,127000,14111.111111111111,8594.248722902492,8544.0,1.5555555555555556,12.0,0.3333333333333333,0.5555555555555556,0.3333333333333333,0.1111111111111111,20605.555555555555,No
PRV54724,48,489000,10187.5,9009.820292443554,50196.0,2.0208333333333335,12.0,0.4791666666666667,0.6458333333333334,0.5625,0.14583333333333334,15986.041666666666,No
PRV54726,2,27000,13500.0,12020.815280171308,2136.0,2.0,12.0,0.0,1.0,0.5,0.5,34300.0,No
PRV54728,2,10000,5000.0,1414.213562373095,2136.0,3.5,12.0,0.5,1.0,1.0,0.5,42440.0,No
PRV54735,5,39000,7800.0,7085.195833567341,5340.0,2.6,12.0,0.6,0.8,0.8,0.0,9720.0,No
PRV54737,13,161000,12384.615384615385,11169.440910645897,13884.0,1.4615384615384615,12.0,0.3076923076923077,0.46153846153846156,0.5384615384615384,0.07692307692307693,14297.692307692309,No
PRV54739,45,598000,13288.888888888889,12492.947505442316,44856.0,2.6,12.0,0.5333333333333333,0.8,0.6444444444444445,0.17777777777777778,22464.666666666668,Yes
PRV54742,231,2499900,10822.077922077922,12429.889887685598,241368.0,2.4415584415584415,11.948051948051948,0.5714285714285714,0.7402597402597403,0.6277056277056277,0.22943722943722944,18208.91774891775,Yes
PRV54743,7,69000,9857.142857142857,5785.8612562167855,6408.0,2.857142857142857,12.0,0.5714285714285714,0.8571428571428571,0.7142857142857143,0.5714285714285714,20590.0,Yes
PRV54745,10,80000,8000.0,3972.1250959376616,10680.0,2.7,12.0,0.5,0.9,0.7,0.1,13339.0,No
PRV54756,3,11000,3666.6666666666665,577.3502691896258,3204.0,2.6666666666666665,12.0,0.6666666666666666,1.0,0.6666666666666666,0.0,13786.666666666666,No
PRV54757,15,105000,7000.0,4035.5562548072953,13884.0,1.9333333333333333,12.0,0.3333333333333333,0.5333333333333333,0.4666666666666667,0.3333333333333333,9124.666666666666,No
PRV54759,5,34000,6800.0,5019.960159204454,5340.0,2.8,12.0,0.6,0.6,0.8,0.4,13076.0,No
PRV54760,24,194000,8083.333333333333,7180.387943174989,25632.0,2.0416666666666665,12.0,0.6666666666666666,0.5416666666666666,0.5,0.20833333333333334,13287.083333333334,No
PRV54764,13,151000,11615.384615384615,9544.094697232607,13884.0,2.230769230769231,12.0,0.5384615384615384,0.6923076923076923,0.6923076923076923,0.15384615384615385,16143.076923076924,No
PRV54765,196,1986000,10132.65306122449,9067.991330571722,205056.0,2.3469387755102042,12.0,0.5051020408163265,0.7346938775510204,0.5969387755102041,0.2193877551020408,18134.438775510203,Yes
PRV54767,8,47000,5875.0,3356.762896431195,8544.0,2.375,12.0,0.5,0.75,0.5,0.25,7401.25,No
PRV54768,7,72000,10285.714285714286,5559.20515044749,6408.0,2.0,12.0,0.0,0.7142857142857143,0.5714285714285714,0.2857142857142857,23098.571428571428,No
PRV54771,12,151000,12583.333333333334,12250.8503106247,12816.0,1.6666666666666667,12.0,0.25,0.5833333333333334,0.4166666666666667,0.16666666666666666,16059.166666666666,Yes
PRV54772,109,1119800,10273.394495412844,10224.866586124412,115344.0,2.220183486238532,12.0,0.5229357798165137,0.6788990825688074,0.5412844036697247,0.22018348623853212,16271.19266055046,Yes
PRV54773,10,156000,15600.0,12720.936373640983,9612.0,2.7,12.0,0.6,0.7,0.8,0.1,23000.0,No
PRV54774,5,60000,12000.0,11895.37725337032,5340.0,2.4,12.0,0.4,0.8,0.6,0.4,16666.0,No
PRV54776,5,30000,6000.0,5049.752469181039,5340.0,2.4,12.0,0.6,0.6,1.0,0.0,8862.0,No
PRV54778,64,534000,8343.75,7536.616962410603,67284.0,2.140625,11.8125,0.484375,0.765625,0.515625,0.171875,13835.625,Yes
PRV54779,9,111000,12333.333333333334,8972.17922246318,9612.0,1.8888888888888888,12.0,0.5555555555555556,0.3333333333333333,0.4444444444444444,0.2222222222222222,28922.222222222223,No
PRV54781,71,741000,10436.61971830986,9317.774710375857,74760.0,2.1971830985915495,12.0,0.5070422535211268,0.7183098591549296,0.5774647887323944,0.18309859154929578,17329.014084507042,Yes
PRV54785,2,24000,12000.0,7071.067811865475,2136.0,3.0,12.0,0.5,0.5,1.0,0.5,12195.0,No
PRV54787,24,282000,11750.0,12539.50279854758,24564.0,1.6666666666666667,12.0,0.3333333333333333,0.6666666666666666,0.4583333333333333,0.125,15867.083333333334,No
PRV54789,3,30000,10000.0,3605.5512754639894,3204.0,2.3333333333333335,12.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.0,20646.666666666668,No
PRV54812,12,156000,13000.0,12869.97916223502,12816.0,2.1666666666666665,12.0,0.3333333333333333,0.9166666666666666,0.5833333333333334,0.16666666666666666,15812.5,No
PRV54817,1,7000,7000.0,0.0,1068.0,3.0,12.0,0.0,1.0,1.0,1.0,7000.0,No
PRV54818,5,46000,9200.0,9782.63768111648,5340.0,2.4,12.0,0.6,0.6,1.0,0.2,10870.0,No
PRV54819,23,158000,6869.565217391304,3957.7811486429305,22428.0,2.652173913043478,12.0,0.6086956521739131,0.782608695652174,0.782608695652174,0.13043478260869565,16140.0,No
PRV54820,1,12000,12000.0,0.0,1068.0,2.0,0.0,0.0,1.0,1.0,0.0,24300.0,No
PRV54821,7,39000,5571.428571428572,2070.1966780270627,7476.0,2.142857142857143,12.0,0.2857142857142857,0.7142857142857143,0.42857142857142855,0.2857142857142857,13330.0,No
PRV54822,16,136000,8500.0,5059.644256269407,17088.0,2.5,12.0,0.5,0.75,0.5625,0.3125,14165.625,Yes
PRV54824,10,100000,10000.0,5868.938953886337,10680.0,2.5,12.0,0.6,0.8,0.8,0.0,17419.0,No
PRV54828,3,88000,29333.333333333332,25774.66456296441,3204.0,1.3333333333333333,12.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,32013.333333333332,Yes
PRV54830,1,13000,13000.0,0.0,1068.0,3.0,12.0,0.0,0.0,1.0,1.0,13480.0,No
PRV54831,4,31000,7750.0,8261.355820929153,4272.0,2.5,12.0,0.25,0.25,1.0,0.25,18200.0,No
PRV54832,5,86000,17200.0,20921.281031523857,5340.0,3.0,12.0,0.8,0.6,0.8,0.4,33894.0,Yes
PRV54834,6,57000,9500.0,7503.332592921628,6408.0,1.6666666666666667,12.0,0.3333333333333333,0.5,0.3333333333333333,0.0,13390.0,No
PRV54841,3,50000,16666.666666666668,10016.652800877813,3204.0,2.6666666666666665,12.0,1.0,1.0,0.3333333333333333,0.0,37360.0,No
PRV54842,3,17000,5666.666666666667,5507.570547286102,3204.0,1.3333333333333333,12.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,6493.333333333333,No
PRV54845,8,96000,12000.0,10460.811222298747,8544.0,1.875,12.0,0.25,0.625,0.5,0.375,14091.25,Yes
PRV54846,9,112000,12444.444444444445,10199.400853862828,9612.0,1.1111111111111112,12.0,0.3333333333333333,0.3333333333333333,0.2222222222222222,0.1111111111111111,20118.88888888889,No
PRV54847,10,65500,6550.0,3847.437819871528,10680.0,1.6,12.0,0.3,0.5,0.4,0.2,11401.0,No
PRV54848,24,239000,9958.333333333334,11517.393903085911,24564.0,1.75,12.0,0.4583333333333333,0.625,0.375,0.125,12943.333333333334,No
PRV54875,20,172000,8600.0,7479.093668704995,20292.0,1.9,11.4,0.35,0.6,0.5,0.1,13962.0,Yes
PRV54876,3,58000,19333.333333333332,15373.13674346694,2136.0,2.3333333333333335,12.0,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.0,26326.666666666668,Yes
PRV54878,1,5000,5000.0,0.0,1068.0,0.0,12.0,0.0,0.0,0.0,0.0,5030.0,No
PRV54879,60,590300,9838.333333333334,11062.474233108616,61944.0,2.283333333333333,12.0,0.5,0.7666666666666667,0.6166666666666667,0.16666666666666666,21313.0,Yes
PRV54881,33,290700,8809.09090909091,7305.150735797809,35244.0,2.3333333333333335,12.0,0.45454545454545453,0.8181818181818182,0.6363636363636364,0.18181818181818182,15478.181818181818,No
PRV54882,32,309000,9656.25,7982.276233692227,34176.0,2.125,12.0,0.375,0.78125,0.53125,0.1875,15140.3125,Yes
PRV54883,1,13000,13000.0,0.0,1068.0,3.0,12.0,1.0,1.0,1.0,0.0,13000.0,No
PRV54885,36,350000,9722.222222222223,8660.62060168607,38448.0,2.4444444444444446,11.944444444444445,0.5833333333333334,0.7777777777777778,0.5555555555555556,0.2777777777777778,18742.777777777777,No
PRV54889,7,88000,12571.42857142857,10438.02572100591,7476.0,3.142857142857143,12.0,0.7142857142857143,0.8571428571428571,0.7142857142857143,0.42857142857142855,25432.85714285714,No
PRV54890,4,58000,14500.0,19739.976359323908,4272.0,2.75,9.0,0.75,0.75,0.75,0.25,18295.0,No
PRV54891,6,72000,12000.0,11541.230437002807,5340.0,3.1666666666666665,12.0,0.6666666666666666,1.0,0.8333333333333334,0.16666666666666666,32235.0,No
PRV54894,138,1731700,12548.550724637682,14466.463787899425,142044.0,2.3840579710144927,11.91304347826087,0.5362318840579711,0.6739130434782609,0.6086956521739131,0.2391304347826087,22083.478260869564,Yes
PRV54895,3,53000,17666.666666666668,16502.525059315416,3204.0,2.3333333333333335,12.0,0.3333333333333333,1.0,0.6666666666666666,0.0,23320.0,Yes
PRV54896,56,591000,10553.57142857143,9528.750071340834,59808.0,2.0357142857142856,12.0,0.42857142857142855,0.625,0.5714285714285714,0.17857142857142858,16655.89285714286,Yes
PRV54898,9,72000,8000.0,4301.162633521313,9612.0,1.7777777777777777,12.0,0.4444444444444444,0.6666666666666666,0.4444444444444444,0.0,13038.888888888889,No
PRV54901,8,96000,12000.0,14648.2568441241,7476.0,2.125,10.5,0.5,0.75,0.625,0.0,16085.0,No
PRV54902,1,5000,5000.0,0.0,1068.0,1.0,12.0,0.0,0.0,1.0,0.0,19450.0,No
PRV54903,7,57000,8142.857142857143,5145.5019654248,7476.0,2.7142857142857144,12.0,0.7142857142857143,0.8571428571428571,0.7142857142857143,0.14285714285714285,9934.285714285714,No
PRV54905,4,40000,10000.0,4966.55480858378,4272.0,1.75,12.0,0.5,0.5,0.5,0.25,12750.0,No
PRV54906,8,120000,15000.0,17295.74679344194,8544.0,1.875,12.0,0.625,0.625,0.25,0.25,15453.75,No
PRV54909,8,85000,10625.0,3700.8686239082535,7476.0,1.625,12.0,0.375,0.5,0.625,0.125,14765.0,No
PRV54910,3,20000,6666.666666666667,4725.815626252609,3204.0,1.3333333333333333,12.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.0,6666.666666666667,No
PRV54914,14,109000,7785.714285714285,6541.918930765139,14952.0,2.0,12.0,0.5714285714285714,0.5714285714285714,0.5714285714285714,0.0,10400.0,No
PRV54916,16,165000,10312.5,12311.07225224513,17088.0,2.0,12.0,0.4375,0.6875,0.5625,0.0625,15290.625,No
PRV54917,15,109000,7266.666666666667,3881.580434135903,16020.0,1.8666666666666667,12.0,0.4666666666666667,0.6,0.4,0.2,9986.0,No
PRV54918,71,833000,11732.394366197183,14116.816462724642,75828.0,1.9295774647887325,11.661971830985916,0.4507042253521127,0.676056338028169,0.5211267605633803,0.14084507042253522,17815.774647887323,Yes
PRV54919,4,28000,7000.0,2449.489742783178,4272.0,1.5,12.0,0.75,0.25,0.25,0.25,7035.0,No
PRV54924,21,235000,11190.47619047619,9872.279613235474,22428.0,2.2857142857142856,12.0,0.5714285714285714,0.5714285714285714,0.7142857142857143,0.19047619047619047,14406.666666666666,No
PRV54925,39,456000,11692.307692307691,12794.229468487256,40584.0,2.3076923076923075,12.0,0.5384615384615384,0.717948717948718,0.48717948717948717,0.23076923076923078,19365.897435897437,Yes
PRV54926,8,76000,9500.0,9899.494936611665,8544.0,2.25,12.0,0.375,0.75,0.5,0.375,11158.75,No
PRV54929,15,192000,12800.0,11558.546621439911,16020.0,2.6666666666666665,11.2,0.5333333333333333,0.8666666666666667,0.7333333333333333,0.2,23078.0,Yes
PRV54930,5,26000,5200.0,3633.18042491699,5340.0,2.8,12.0,0.8,0.6,0.6,0.6,18206.0,No
PRV54931,24,242000,10083.333333333334,9136.247287193666,25632.0,2.5416666666666665,12.0,0.6666666666666666,0.75,0.75,0.08333333333333333,16475.833333333332,Yes
PRV54932,1,2000,2000.0,0.0,0.0,3.0,12.0,1.0,1.0,1.0,0.0,27000.0,No
PRV54933,29,267000,9206.896551724138,9853.858237639086,28836.0,2.7586206896551726,12.0,0.5517241379310345,0.8620689655172413,0.7586206896551724,0.2413793103448276,14644.827586206897,Yes
PRV54934,18,170000,9444.444444444445,5863.3680566139,18156.0,2.0,12.0,0.3888888888888889,0.6111111111111112,0.7222222222222222,0.2222222222222222,13558.888888888889,No
PRV54935,3,3000,1000.0,1732.0508075688772,3204.0,2.6666666666666665,12.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,1.0,34233.333333333336,No
PRV54936,131,1116400,8522.137404580153,9673.049714592331,130296.0,2.6106870229007635,12.0,0.5114503816793893,0.8320610687022901,0.7022900763358778,0.20610687022900764,15885.87786259542,Yes
PRV54937,3,25000,8333.333333333334,3055.0504633038936,3204.0,3.3333333333333335,12.0,0.3333333333333333,0.6666666666666666,1.0,1.0,8800.0,No
PRV54942,20,338000,16900.0,27796.061818746533,20292.0,2.65,12.0,0.6,0.7,0.7,0.35,25717.5,Yes
PRV54943,2,18000,9000.0,9899.494936611665,2136.0,2.0,12.0,0.5,1.0,0.5,0.0,9000.0,No
PRV54949,42,420000,10000.0,9189.07092094973,42720.0,2.3095238095238093,12.0,0.4523809523809524,0.7857142857142857,0.6428571428571429,0.09523809523809523,16617.85714285714,No
PRV54950,5,71000,14200.0,13953.4941860453,5340.0,2.2,12.0,0.8,0.4,0.6,0.0,16170.0,Yes
PRV54952,12,142000,11833.333333333334,21510.392132570938,11748.0,2.8333333333333335,12.0,1.0,0.9166666666666666,0.5833333333333334,0.08333333333333333,20817.5,Yes
PRV54955,205,2098000,10234.146341463415,9438.33468601034,209328.0,2.3658536585365852,11.882926829268293,0.5073170731707317,0.7170731707317073,0.6634146341463415,0.1951219512195122,19087.60975609756,Yes
PRV54959,7,57000,8142.857142857143,2544.8360411214067,7476.0,2.857142857142857,12.0,0.8571428571428571,0.7142857142857143,0.8571428571428571,0.2857142857142857,39597.142857142855,No
PRV54963,1,13000,13000.0,0.0,1068.0,1.0,12.0,0.0,1.0,0.0,0.0,13210.0,No
PRV54965,9,120000,13333.333333333334,15968.719422671313,9612.0,2.111111111111111,12.0,0.2222222222222222,0.7777777777777778,0.6666666666666666,0.2222222222222222,16288.888888888889,No
PRV54968,10,112000,11200.0,16226.179121681385,10680.0,2.4,12.0,0.6,0.6,0.7,0.0,18602.0,No
PRV54970,6,34000,5666.666666666667,4718.756898449703,6408.0,1.8333333333333333,12.0,0.3333333333333333,0.5,0.6666666666666666,0.16666666666666666,7668.333333333333,No
PRV54971,52,452000,8692.307692307691,8914.712363891505,53400.0,2.4615384615384617,12.0,0.5769230769230769,0.6538461538461539,0.6730769230769231,0.3076923076923077,20860.76923076923,No
